source	tweetId	label	instance	start	end	tweetText
MechanicalTurk	'504775515988037632'	place name	California	28	38	(#LosDelSonido) Boy Hurt in California Quake: 'I Should Be Dead': Boy badly hurt by bricks in California quake says luc...  (#IvanBerroa)
MechanicalTurk	'504775515988037632'	item affected	Boy	66	69	(#LosDelSonido) Boy Hurt in California Quake: 'I Should Be Dead': Boy badly hurt by bricks in California quake says luc...  (#IvanBerroa)
MechanicalTurk	'504775515988037632'	type of impact	hurt	76	80	(#LosDelSonido) Boy Hurt in California Quake: 'I Should Be Dead': Boy badly hurt by bricks in California quake says luc...  (#IvanBerroa)
MechanicalTurk	'504775515988037632'	place name	California	94	104	(#LosDelSonido) Boy Hurt in California Quake: 'I Should Be Dead': Boy badly hurt by bricks in California quake says luc...  (#IvanBerroa)
MechanicalTurk	'504775515988037632'	type of impact	Hurt	20	24	(#LosDelSonido) Boy Hurt in California Quake: 'I Should Be Dead': Boy badly hurt by bricks in California quake says luc...  (#IvanBerroa)
MechanicalTurk	'504775515988037632'	severity or quantity	badly	70	75	(#LosDelSonido) Boy Hurt in California Quake: 'I Should Be Dead': Boy badly hurt by bricks in California quake says luc...  (#IvanBerroa)
MechanicalTurk	'592219903249162240'	type of impact	Death	0	5	Death roll croses 2000 in nepal now #earthquake
MechanicalTurk	'592219903249162240'	severity or quantity	croses 2000	11	22	Death roll croses 2000 in nepal now #earthquake
MechanicalTurk	'592219903249162240'	place name	nepal	26	31	Death roll croses 2000 in nepal now #earthquake
MechanicalTurk	'452137250344931328'	place name	Chile	61	66	Thanks @Vizoftheday for selecting M 8.2 Earthquake, Iquiqe, #ChileEarthquake as viz of the day today
MechanicalTurk	'452137250344931328'	place name	Iquiqe	52	58	Thanks @Vizoftheday for selecting M 8.2 Earthquake, Iquiqe, #ChileEarthquake as viz of the day today
MechanicalTurk	'384336541944123392'	place name	Balochistan	14	25	RT @Alhaan_: #Balochistan quake: The rising death toll; Many people feared to be remained under wreckage http://t.co/N7s9yMInxl
MechanicalTurk	'384336541944123392'	type of impact	death	44	49	RT @Alhaan_: #Balochistan quake: The rising death toll; Many people feared to be remained under wreckage http://t.co/N7s9yMInxl
MechanicalTurk	'384336541944123392'	severity or quantity	rising	37	43	RT @Alhaan_: #Balochistan quake: The rising death toll; Many people feared to be remained under wreckage http://t.co/N7s9yMInxl
MechanicalTurk	'451602315372273664'	location modifier	Northern	39	47	A new 7.8-magnitude earthquake strikes Northern Chile following an 8.2-magniitude jolt in the same region. http://t.co/23zCRSVRUG
MechanicalTurk	'451602315372273664'	place name	Chile	48	53	A new 7.8-magnitude earthquake strikes Northern Chile following an 8.2-magniitude jolt in the same region. http://t.co/23zCRSVRUG
MechanicalTurk	'503935910141259777'	location modifier	WNW of	19	25	Quake: M 0.5 - 8km WNW of Cobb, California
MechanicalTurk	'503935910141259777'	place name	Cobb, California	26	42	Quake: M 0.5 - 8km WNW of Cobb, California
MechanicalTurk	'592332044274917377'	place name	Nepal	18	23	RT @noconversion: Nepal Xtian Missionaries they r going to use this Earthquake to convert #NepalEarthquake  #Nepal  #NepalQuakeRelief http:…
MechanicalTurk	'592332044274917377'	place name	Nepal	91	96	RT @noconversion: Nepal Xtian Missionaries they r going to use this Earthquake to convert #NepalEarthquake  #Nepal  #NepalQuakeRelief http:…
MechanicalTurk	'592332044274917377'	place name	Nepal	109	114	RT @noconversion: Nepal Xtian Missionaries they r going to use this Earthquake to convert #NepalEarthquake  #Nepal  #NepalQuakeRelief http:…
MechanicalTurk	'383128637727580160'	place name	Mexico	14	20	Earthquake in Mexico. #2013 #earthquake #eq #esri #usgs http://t.co/t1KQdD09d7
MechanicalTurk	'503731339171201025'	place name	California	31	41	6.0 earthquake shakes Northern California http://t.co/WQQBgyMrBR via @MailOnline
MechanicalTurk	'451345802682990592'	severity or quantity	6	19	20	RT @SantiagoTimes: 6 deaths officially reported now from last night's #earthquake in northern #Chile
MechanicalTurk	'451345802682990592'	type of impact	deaths	21	27	RT @SantiagoTimes: 6 deaths officially reported now from last night's #earthquake in northern #Chile
MechanicalTurk	'451345802682990592'	location modifier	northern	85	93	RT @SantiagoTimes: 6 deaths officially reported now from last night's #earthquake in northern #Chile
MechanicalTurk	'451345802682990592'	place name	Chile	95	100	RT @SantiagoTimes: 6 deaths officially reported now from last night's #earthquake in northern #Chile
MechanicalTurk	'592850617657331713'	place name	Nepal	39	44	RT @mellberr: » http://t.co/SgTIcaSt1a Nepal earthquake #Nepalearthquake Nepal earthquake: Death toll nears 4000 » UPDATE » England GBR Wat…
MechanicalTurk	'592850617657331713'	place name	Nepal	73	78	RT @mellberr: » http://t.co/SgTIcaSt1a Nepal earthquake #Nepalearthquake Nepal earthquake: Death toll nears 4000 » UPDATE » England GBR Wat…
MechanicalTurk	'592850617657331713'	severity or quantity	4000	108	112	RT @mellberr: » http://t.co/SgTIcaSt1a Nepal earthquake #Nepalearthquake Nepal earthquake: Death toll nears 4000 » UPDATE » England GBR Wat…
MechanicalTurk	'592850617657331713'	type of impact	Death	91	96	RT @mellberr: » http://t.co/SgTIcaSt1a Nepal earthquake #Nepalearthquake Nepal earthquake: Death toll nears 4000 » UPDATE » England GBR Wat…
MechanicalTurk	'592883809391083520'	place name	Nepal	0	5	Nepal quake death toll tops 4,000 as villages plead for aid: As the death toll from Nepal's devastating earthq... http://t.co/aj2E51PtpK
MechanicalTurk	'592883809391083520'	severity or quantity	4,000	28	33	Nepal quake death toll tops 4,000 as villages plead for aid: As the death toll from Nepal's devastating earthq... http://t.co/aj2E51PtpK
MechanicalTurk	'592883809391083520'	place name	Nepal	84	89	Nepal quake death toll tops 4,000 as villages plead for aid: As the death toll from Nepal's devastating earthq... http://t.co/aj2E51PtpK
MechanicalTurk	'592883809391083520'	type of impact	death	12	17	Nepal quake death toll tops 4,000 as villages plead for aid: As the death toll from Nepal's devastating earthq... http://t.co/aj2E51PtpK
MechanicalTurk	'592342064488128512'	place name	Nepal	21	26	Deadly Earthquake in Nepal http://t.co/ci9u4QsC3B
MechanicalTurk	'503884185090543616'	place name	USA	0	3	USA » NEWS » HOT NEWS 883 Earthquake Northern California Struck by 6.0 Magnitude Earthquake Earthquake USA news24lh… http://t.co/dM0PKaXhWJ
MechanicalTurk	'503884185090543616'	location modifier	Northern	37	45	USA » NEWS » HOT NEWS 883 Earthquake Northern California Struck by 6.0 Magnitude Earthquake Earthquake USA news24lh… http://t.co/dM0PKaXhWJ
MechanicalTurk	'503884185090543616'	place name	California	46	56	USA » NEWS » HOT NEWS 883 Earthquake Northern California Struck by 6.0 Magnitude Earthquake Earthquake USA news24lh… http://t.co/dM0PKaXhWJ
MechanicalTurk	'383641350002192384'	place name	Pakistan	37	45	RT @OxfamInAsia: #earthquake @OxfaminPakistan's local partner rehabilitated water supply scheme, providing water to half the population of …
MechanicalTurk	'592343766029185024'	item affected	Children	20	28	RT @WorldVisionUSA: Children after Nepal earthquake scared, won't let go of parents. It's freezing—need shelter: http://t.co/ZqF1mLvnHg htt…
MechanicalTurk	'592343766029185024'	place name	Nepal	35	40	RT @WorldVisionUSA: Children after Nepal earthquake scared, won't let go of parents. It's freezing—need shelter: http://t.co/ZqF1mLvnHg htt…
MechanicalTurk	'592343766029185024'	type of impact	scared	52	58	RT @WorldVisionUSA: Children after Nepal earthquake scared, won't let go of parents. It's freezing—need shelter: http://t.co/ZqF1mLvnHg htt…
MechanicalTurk	'503690865018429440'	type of impact	injured	64	71	UPDATE: Hospital officials say a 13-year-old boy was critically injured by a falling chimney in the #napaquake
MechanicalTurk	'503690865018429440'	type of impact	falling	77	84	UPDATE: Hospital officials say a 13-year-old boy was critically injured by a falling chimney in the #napaquake
MechanicalTurk	'503690865018429440'	place name	napa	101	105	UPDATE: Hospital officials say a 13-year-old boy was critically injured by a falling chimney in the #napaquake
MechanicalTurk	'503690865018429440'	item affected	13-year-old boy	33	48	UPDATE: Hospital officials say a 13-year-old boy was critically injured by a falling chimney in the #napaquake
MechanicalTurk	'503690865018429440'	severity or quantity	a	31	32	UPDATE: Hospital officials say a 13-year-old boy was critically injured by a falling chimney in the #napaquake
MechanicalTurk	'592862623160471552'	place name	Nepal	35	40	Also... RT @nytimes: Villages near Nepal earthquake’s epicenter are desperate as death toll tops 4,000 http://t.co/NRibWSHEJA
MechanicalTurk	'592862623160471552'	severity or quantity	4,000	97	102	Also... RT @nytimes: Villages near Nepal earthquake’s epicenter are desperate as death toll tops 4,000 http://t.co/NRibWSHEJA
MechanicalTurk	'592862623160471552'	location modifier	Villages near	21	34	Also... RT @nytimes: Villages near Nepal earthquake’s epicenter are desperate as death toll tops 4,000 http://t.co/NRibWSHEJA
MechanicalTurk	'592862623160471552'	type of impact	death	81	86	Also... RT @nytimes: Villages near Nepal earthquake’s epicenter are desperate as death toll tops 4,000 http://t.co/NRibWSHEJA
MechanicalTurk	'597737050373115904'	place name	Nepal	39	44	Shelter Dogs Now Helping Save Lives In Nepal Following Earthquake - http://t.co/V8Ja6VMINv http://t.co/qN2n8ENWph
MechanicalTurk	'384825462163132416'	location modifier	Southern	22	30	【#USGS #alert】 M 1.7, Southern Alaska: September 30, 2013 23:26:09 GMT http://t.co/5hGvklNGEw #earthquake #tsunami #prayfromjapan
MechanicalTurk	'384825462163132416'	place name	Alaska	31	37	【#USGS #alert】 M 1.7, Southern Alaska: September 30, 2013 23:26:09 GMT http://t.co/5hGvklNGEw #earthquake #tsunami #prayfromjapan
MechanicalTurk	'504862290941079552'	place name	Napa	33	37	RT @AmeliaCeja: @washingtonpost #NapaQuake story! Magnitude-6.0 quake rattles California wine country http://t.co/TCqETLYPnh @CejaVineyards…
MechanicalTurk	'504862290941079552'	place name	California	78	88	RT @AmeliaCeja: @washingtonpost #NapaQuake story! Magnitude-6.0 quake rattles California wine country http://t.co/TCqETLYPnh @CejaVineyards…
MechanicalTurk	'505035738937700354'	location modifier	in	45	47	RT @StarTribune: UPDATE: 6.0-magnitude quake in Northern California causes injuries, fires, road closures. http://t.co/Cdd0Jq4gOO http://t.…
MechanicalTurk	'505035738937700354'	location modifier	Northern	48	56	RT @StarTribune: UPDATE: 6.0-magnitude quake in Northern California causes injuries, fires, road closures. http://t.co/Cdd0Jq4gOO http://t.…
MechanicalTurk	'505035738937700354'	place name	California	57	67	RT @StarTribune: UPDATE: 6.0-magnitude quake in Northern California causes injuries, fires, road closures. http://t.co/Cdd0Jq4gOO http://t.…
MechanicalTurk	'505035738937700354'	item affected	road	92	96	RT @StarTribune: UPDATE: 6.0-magnitude quake in Northern California causes injuries, fires, road closures. http://t.co/Cdd0Jq4gOO http://t.…
MechanicalTurk	'505035738937700354'	type of impact	injuries	75	83	RT @StarTribune: UPDATE: 6.0-magnitude quake in Northern California causes injuries, fires, road closures. http://t.co/Cdd0Jq4gOO http://t.…
MechanicalTurk	'505035738937700354'	type of impact	fires	85	90	RT @StarTribune: UPDATE: 6.0-magnitude quake in Northern California causes injuries, fires, road closures. http://t.co/Cdd0Jq4gOO http://t.…
MechanicalTurk	'505035738937700354'	type of impact	closures	97	105	RT @StarTribune: UPDATE: 6.0-magnitude quake in Northern California causes injuries, fires, road closures. http://t.co/Cdd0Jq4gOO http://t.…
MechanicalTurk	'592896910962401281'	item affected	people	30	36	So Baltimore Riots and 4,000+ people died in Nepal today...
MechanicalTurk	'592896910962401281'	type of impact	died	37	41	So Baltimore Riots and 4,000+ people died in Nepal today...
MechanicalTurk	'592896910962401281'	place name	Nepal	45	50	So Baltimore Riots and 4,000+ people died in Nepal today...
MechanicalTurk	'592896910962401281'	place name	Baltimore	3	12	So Baltimore Riots and 4,000+ people died in Nepal today...
MechanicalTurk	'592896910962401281'	severity or quantity	4,000	23	28	So Baltimore Riots and 4,000+ people died in Nepal today...
MechanicalTurk	'593330094556381185'	place name	Nepal	12	17	RT @ls2008: Nepal PM slams Church Missionaries for sending plane full of Bibles http://t.co/V2LXFsPuUE #NepalEarthquake #FraudAAP NGOs
MechanicalTurk	'593330094556381185'	place name	Nepal	104	109	RT @ls2008: Nepal PM slams Church Missionaries for sending plane full of Bibles http://t.co/V2LXFsPuUE #NepalEarthquake #FraudAAP NGOs
MechanicalTurk	'451373307342766081'	place name	Chile	14	19	Earthquake in Chile, is worried. I hope that the damage does not increase.
MechanicalTurk	'451398162922881024'	location modifier	north part of	84	97	RT @WeTheAlyson: @ForeverAlyson Hi Bryan! I'm ok, thanks. The earthquake was at the north part of Chile and I'm not near there. Thanks for …
MechanicalTurk	'451398162922881024'	place name	Chile	98	103	RT @WeTheAlyson: @ForeverAlyson Hi Bryan! I'm ok, thanks. The earthquake was at the north part of Chile and I'm not near there. Thanks for …
MechanicalTurk	'384210584272908288'	place name	Pakistan	1	9	#Pakistan doesnt learn u had two earthquakes in less than an week, but they are still bombing.
MechanicalTurk	'593073081742036992'	type of impact	destruction	26	37	RT @Global_Humanity: Huge destruction of #NepalEarthquake #PrayForNepal #LetsHelpNepal #LetsACTIndonesia via @doalcarcarmen  http://t.co/dm…
MechanicalTurk	'593073081742036992'	place name	Nepal	42	47	RT @Global_Humanity: Huge destruction of #NepalEarthquake #PrayForNepal #LetsHelpNepal #LetsACTIndonesia via @doalcarcarmen  http://t.co/dm…
MechanicalTurk	'593073081742036992'	place name	Nepal	66	71	RT @Global_Humanity: Huge destruction of #NepalEarthquake #PrayForNepal #LetsHelpNepal #LetsACTIndonesia via @doalcarcarmen  http://t.co/dm…
MechanicalTurk	'593073081742036992'	place name	Nepal	81	86	RT @Global_Humanity: Huge destruction of #NepalEarthquake #PrayForNepal #LetsHelpNepal #LetsACTIndonesia via @doalcarcarmen  http://t.co/dm…
MechanicalTurk	'593073081742036992'	place name	Indonesia	95	104	RT @Global_Humanity: Huge destruction of #NepalEarthquake #PrayForNepal #LetsHelpNepal #LetsACTIndonesia via @doalcarcarmen  http://t.co/dm…
MechanicalTurk	'503643605521944576'	place name	Napa	32	36	RT @Miss604: MT @AlexJamesFitz: Napa-- skaters finding upside to quake damage. Photo from #nbcbayarea photog Jeremy Carroll http://t.co/Ty3…
MechanicalTurk	'593760605669961728'	place name	Nepal	36	41	RT @Muslim_Ahmadi_: In the name of #NepalQuakeRelief Pakistan sending beef masala to #Nepal. That's a big news being circulated in Indian m…
MechanicalTurk	'593760605669961728'	place name	Pakistan	53	61	RT @Muslim_Ahmadi_: In the name of #NepalQuakeRelief Pakistan sending beef masala to #Nepal. That's a big news being circulated in Indian m…
MechanicalTurk	'593760605669961728'	place name	Nepal	86	91	RT @Muslim_Ahmadi_: In the name of #NepalQuakeRelief Pakistan sending beef masala to #Nepal. That's a big news being circulated in Indian m…
MechanicalTurk	'451395510340161537'	place name	Chile	1	6	#ChileEarthquakeAndTsunami 8.2 magnitude and 2m waves killing 6 people http://t.co/hfOQnyC2Gr
MechanicalTurk	'451395510340161537'	type of impact	killing	54	61	#ChileEarthquakeAndTsunami 8.2 magnitude and 2m waves killing 6 people http://t.co/hfOQnyC2Gr
MechanicalTurk	'451395510340161537'	severity or quantity	6	62	63	#ChileEarthquakeAndTsunami 8.2 magnitude and 2m waves killing 6 people http://t.co/hfOQnyC2Gr
MechanicalTurk	'451395510340161537'	item affected	people	64	70	#ChileEarthquakeAndTsunami 8.2 magnitude and 2m waves killing 6 people http://t.co/hfOQnyC2Gr
MechanicalTurk	'503751273305624576'	location modifier	3.73mi WSW	53	63	RT @bigQuakesSF: A 6.1 magnitude earthquake occurred 3.73mi WSW of American Canyon, California. Details: http://t.co/UXu1IcACpg Map: http:/…
MechanicalTurk	'503751273305624576'	place name	American Canyon, California	67	94	RT @bigQuakesSF: A 6.1 magnitude earthquake occurred 3.73mi WSW of American Canyon, California. Details: http://t.co/UXu1IcACpg Map: http:/…
MechanicalTurk	'451368960878202880'	location modifier	northwest	87	96	RT @BreakingNews: Major earthquake, estimated at magnitude 8.0, recorded 83 kilometers northwest of Iquique, Chile - @USGS http://t.co/LXG7…
MechanicalTurk	'451368960878202880'	place name	Iquique	100	107	RT @BreakingNews: Major earthquake, estimated at magnitude 8.0, recorded 83 kilometers northwest of Iquique, Chile - @USGS http://t.co/LXG7…
MechanicalTurk	'451368960878202880'	place name	Chile	109	114	RT @BreakingNews: Major earthquake, estimated at magnitude 8.0, recorded 83 kilometers northwest of Iquique, Chile - @USGS http://t.co/LXG7…
MechanicalTurk	'384565866764832768'	place name	Iran	41	45	#Earthquake 4.6 - 48km WSW of Iranshahr, Iran http://t.co/IybuBdn3SZ
MechanicalTurk	'384565866764832768'	location modifier	48km WSW of	18	29	#Earthquake 4.6 - 48km WSW of Iranshahr, Iran http://t.co/IybuBdn3SZ
MechanicalTurk	'592698992095567872'	place name	Kathmandu	60	69	RT @IvanCNN: Constant stream of Hindu cremation funerals in Kathmandu. "95% of them are victims," worker tells me  #Nepalquake http://t.co/…
MechanicalTurk	'592699807615086592'	place name	Nepal	42	47	Emergency Contact Details for #Expats in #Nepal | AngloINFO World: #Expat Life http://t.co/ig0p0rZ571 @FCOtravel
MechanicalTurk	'451218120892354560'	type of impact	dead	30	34	In the #News at 4: 500 feared dead as earthquake rocks Chile, Landmark High Court Decision on gender definition & a Cat could be back in AFL
MechanicalTurk	'451218120892354560'	place name	Chile	55	60	In the #News at 4: 500 feared dead as earthquake rocks Chile, Landmark High Court Decision on gender definition & a Cat could be back in AFL
MechanicalTurk	'451218120892354560'	severity or quantity	500	19	22	In the #News at 4: 500 feared dead as earthquake rocks Chile, Landmark High Court Decision on gender definition & a Cat could be back in AFL
MechanicalTurk	'503770354574446592'	location modifier	northern	35	43	RT @earththreats: Earthquake rocks northern California http://t.co/nIKcgzD9xC
MechanicalTurk	'503770354574446592'	place name	California	44	54	RT @earththreats: Earthquake rocks northern California http://t.co/nIKcgzD9xC
MechanicalTurk	'592257600663605248'	type of impact	Death	22	27	RT @XHNews: Breaking: Death toll from Nepal earthquake surpasses 1,800, over 4,700 injured -- Home Ministry #NepalEarthquake http://t.co/sn…
MechanicalTurk	'592257600663605248'	place name	Nepal	38	43	RT @XHNews: Breaking: Death toll from Nepal earthquake surpasses 1,800, over 4,700 injured -- Home Ministry #NepalEarthquake http://t.co/sn…
MechanicalTurk	'592257600663605248'	severity or quantity	1,800	65	70	RT @XHNews: Breaking: Death toll from Nepal earthquake surpasses 1,800, over 4,700 injured -- Home Ministry #NepalEarthquake http://t.co/sn…
MechanicalTurk	'592257600663605248'	severity or quantity	4,700	77	82	RT @XHNews: Breaking: Death toll from Nepal earthquake surpasses 1,800, over 4,700 injured -- Home Ministry #NepalEarthquake http://t.co/sn…
MechanicalTurk	'592257600663605248'	type of impact	injured	83	90	RT @XHNews: Breaking: Death toll from Nepal earthquake surpasses 1,800, over 4,700 injured -- Home Ministry #NepalEarthquake http://t.co/sn…
MechanicalTurk	'592257600663605248'	place name	Nepal	109	114	RT @XHNews: Breaking: Death toll from Nepal earthquake surpasses 1,800, over 4,700 injured -- Home Ministry #NepalEarthquake http://t.co/sn…
MechanicalTurk	'592140944893288448'	place name	Nepal	38	43	RT @BBCWorld: Hospitals in south-east Nepal "already overwhelmed" by #earthquake victims, says @PlanGlobal http://t.co/xmGtCc2QIL http://t.…
MechanicalTurk	'592140944893288448'	location modifier	south-east	27	37	RT @BBCWorld: Hospitals in south-east Nepal "already overwhelmed" by #earthquake victims, says @PlanGlobal http://t.co/xmGtCc2QIL http://t.…
MechanicalTurk	'383910715205353472'	place name	Balochistan	37	48	Mostly #Earthquake affected area in #Balochistan is under influence of #BLA causing difficulty in rescue process.
MechanicalTurk	'503915801447919616'	place name	US	0	2	US California Wine Country Earthquake Injures Dozens http://t.co/QrP286ExMf #Slice_of_Life #US_News #California #earthquake #Napa
MechanicalTurk	'503915801447919616'	place name	California	3	13	US California Wine Country Earthquake Injures Dozens http://t.co/QrP286ExMf #Slice_of_Life #US_News #California #earthquake #Napa
MechanicalTurk	'503915801447919616'	place name	California	101	111	US California Wine Country Earthquake Injures Dozens http://t.co/QrP286ExMf #Slice_of_Life #US_News #California #earthquake #Napa
MechanicalTurk	'503915801447919616'	place name	Napa	125	129	US California Wine Country Earthquake Injures Dozens http://t.co/QrP286ExMf #Slice_of_Life #US_News #California #earthquake #Napa
MechanicalTurk	'503915801447919616'	type of impact	Injures	38	45	US California Wine Country Earthquake Injures Dozens http://t.co/QrP286ExMf #Slice_of_Life #US_News #California #earthquake #Napa
MechanicalTurk	'503915801447919616'	severity or quantity	Dozens	46	52	US California Wine Country Earthquake Injures Dozens http://t.co/QrP286ExMf #Slice_of_Life #US_News #California #earthquake #Napa
MechanicalTurk	'452765903160365056'	place name	Chile	26	31	Impressive images of the #Chile #earthquake taken by #photojournalist @IvanAlvaradoE from @Reuters, http://t.co/mexgaqgIeJ
MechanicalTurk	'592328488104828930'	location modifier	in	43	45	RT @ibnlive: BREAKING | Emergency declared in Nepal after massive #NepalQuake kills over 700 people LIVE: http://t.co/nAGJZvxOXM http://t.c…
MechanicalTurk	'592328488104828930'	place name	Nepal	46	51	RT @ibnlive: BREAKING | Emergency declared in Nepal after massive #NepalQuake kills over 700 people LIVE: http://t.co/nAGJZvxOXM http://t.c…
MechanicalTurk	'592328488104828930'	place name	Nepal	67	72	RT @ibnlive: BREAKING | Emergency declared in Nepal after massive #NepalQuake kills over 700 people LIVE: http://t.co/nAGJZvxOXM http://t.c…
MechanicalTurk	'592328488104828930'	type of impact	kills	78	83	RT @ibnlive: BREAKING | Emergency declared in Nepal after massive #NepalQuake kills over 700 people LIVE: http://t.co/nAGJZvxOXM http://t.c…
MechanicalTurk	'592328488104828930'	severity or quantity	700	89	92	RT @ibnlive: BREAKING | Emergency declared in Nepal after massive #NepalQuake kills over 700 people LIVE: http://t.co/nAGJZvxOXM http://t.c…
MechanicalTurk	'592328488104828930'	item affected	people	93	99	RT @ibnlive: BREAKING | Emergency declared in Nepal after massive #NepalQuake kills over 700 people LIVE: http://t.co/nAGJZvxOXM http://t.c…
MechanicalTurk	'592747318186741761'	place name	Nepal	77	82	RT @darpans: To facilitate transportation of relatives of those affected in #NepalEarthquake Northern Railway has made certain arrangements…
MechanicalTurk	'504084291547299840'	place name	California	72	82	[Enmanuel ♥ Arisl ] Renewed Calls for Early-Warning System After Quake: California quake... http://t.co/9j2af4EaIs [Enmanuel ♥ Arisl ]
MechanicalTurk	'383933896187846656'	place name	Balochistan	31	42	Another quake jolts shattered #Balochistan district http://t.co/aHL4L8jkYp via @baluchsarmachar
MechanicalTurk	'451192216916987904'	place name	Philippines	39	50	RT @PIANewsDesk: No #tsunami threat to Philippines after the 8.2 magnitude earthquake in #Chile. http://t.co/2JzNma1pY4 | via @PanahonTV
MechanicalTurk	'451192216916987904'	location modifier	in	86	88	RT @PIANewsDesk: No #tsunami threat to Philippines after the 8.2 magnitude earthquake in #Chile. http://t.co/2JzNma1pY4 | via @PanahonTV
MechanicalTurk	'451192216916987904'	place name	Chile	90	95	RT @PIANewsDesk: No #tsunami threat to Philippines after the 8.2 magnitude earthquake in #Chile. http://t.co/2JzNma1pY4 | via @PanahonTV
MechanicalTurk	'593158520326885376'	location modifier	in	31	33	RT @AdamLBarnett: 3,617 killed in Nepal. Protests & riots in Baltimore. 88,175 worldwide abortions. FBI predicts ISIS attack in USA.  Peopl…
MechanicalTurk	'593158520326885376'	place name	Nepal	34	39	RT @AdamLBarnett: 3,617 killed in Nepal. Protests & riots in Baltimore. 88,175 worldwide abortions. FBI predicts ISIS attack in USA.  Peopl…
MechanicalTurk	'593158520326885376'	place name	Baltimore	61	70	RT @AdamLBarnett: 3,617 killed in Nepal. Protests & riots in Baltimore. 88,175 worldwide abortions. FBI predicts ISIS attack in USA.  Peopl…
MechanicalTurk	'593158520326885376'	place name	USA	128	131	RT @AdamLBarnett: 3,617 killed in Nepal. Protests & riots in Baltimore. 88,175 worldwide abortions. FBI predicts ISIS attack in USA.  Peopl…
MechanicalTurk	'593158520326885376'	severity or quantity	3,617	18	23	RT @AdamLBarnett: 3,617 killed in Nepal. Protests & riots in Baltimore. 88,175 worldwide abortions. FBI predicts ISIS attack in USA.  Peopl…
MechanicalTurk	'593158520326885376'	type of impact	killed	24	30	RT @AdamLBarnett: 3,617 killed in Nepal. Protests & riots in Baltimore. 88,175 worldwide abortions. FBI predicts ISIS attack in USA.  Peopl…
MechanicalTurk	'382919900169113600'	place name	Balochistan	87	98	RT @AyishaBaloch: Army as usual the first ones to reach for rescue operations here in #Balochistan. #earthquake
MechanicalTurk	'453508633767473152'	place name	Chile	0	5	Chile - Travel News - Another quake strikes offshore Tarapaca #Chile #Tarapaca #travel #safety #earthquake #quake
MechanicalTurk	'453508633767473152'	location modifier	offshore	44	52	Chile - Travel News - Another quake strikes offshore Tarapaca #Chile #Tarapaca #travel #safety #earthquake #quake
MechanicalTurk	'453508633767473152'	place name	Tarapaca	53	61	Chile - Travel News - Another quake strikes offshore Tarapaca #Chile #Tarapaca #travel #safety #earthquake #quake
MechanicalTurk	'453508633767473152'	place name	Chile	63	68	Chile - Travel News - Another quake strikes offshore Tarapaca #Chile #Tarapaca #travel #safety #earthquake #quake
MechanicalTurk	'453508633767473152'	place name	Tarapaca	70	78	Chile - Travel News - Another quake strikes offshore Tarapaca #Chile #Tarapaca #travel #safety #earthquake #quake
MechanicalTurk	'504136935258849280'	place name	California	28	38	RT @AllNews_PH: [UNTV News] California wine country quake losses seen in the billions http://t.co/Og7QsFRAVT
MechanicalTurk	'504136935258849280'	type of impact	losses	58	64	RT @AllNews_PH: [UNTV News] California wine country quake losses seen in the billions http://t.co/Og7QsFRAVT
MechanicalTurk	'504136935258849280'	severity or quantity	billions	77	85	RT @AllNews_PH: [UNTV News] California wine country quake losses seen in the billions http://t.co/Og7QsFRAVT
MechanicalTurk	'592085547197276161'	type of impact	died	80	84	RT @SkyNewsBreak: Update - Reuters: Home ministry official says 618 people have died after an earthquake measuring magnitude 7.9 struck #Ne…
MechanicalTurk	'592085547197276161'	item affected	people	68	74	RT @SkyNewsBreak: Update - Reuters: Home ministry official says 618 people have died after an earthquake measuring magnitude 7.9 struck #Ne…
MechanicalTurk	'592085547197276161'	severity or quantity	618	64	67	RT @SkyNewsBreak: Update - Reuters: Home ministry official says 618 people have died after an earthquake measuring magnitude 7.9 struck #Ne…
MechanicalTurk	'593771424143147008'	place name	Kathmandu	30	39	LIVE footage of earthquake in Kathmandu https://t.co/aZ5lccor4V via @YouTube You should definitely see this!!! #LiteralGoosebumps :( :(
MechanicalTurk	'451334221077172224'	severity or quantity	300	70	73	RT @GigiGraciette: BREAKING: @nacioncl reports #Chilean govt confirms 300 prisoners believed to have escaped from jail in #Iquique after #e…
MechanicalTurk	'451334221077172224'	item affected	prisoners	74	83	RT @GigiGraciette: BREAKING: @nacioncl reports #Chilean govt confirms 300 prisoners believed to have escaped from jail in #Iquique after #e…
MechanicalTurk	'451334221077172224'	type of impact	escaped	101	108	RT @GigiGraciette: BREAKING: @nacioncl reports #Chilean govt confirms 300 prisoners believed to have escaped from jail in #Iquique after #e…
MechanicalTurk	'451334221077172224'	place name	Iquique	123	130	RT @GigiGraciette: BREAKING: @nacioncl reports #Chilean govt confirms 300 prisoners believed to have escaped from jail in #Iquique after #e…
MechanicalTurk	'503670813787447297'	place name	Napa	16	20	How big was the Napa #earth#quake? Here's where it ranks among California quakes http://t.co/eS7PWHWyMb
MechanicalTurk	'503670813787447297'	place name	California	63	73	How big was the Napa #earth#quake? Here's where it ranks among California quakes http://t.co/eS7PWHWyMb
MechanicalTurk	'384003493972815872'	place name	Virgin Islands	57	71	#Sismo #Earthquake M 2.6, 79km NNW of Road Town, British Virgin Islands http://t.co/NgL9Mam3yc
